participant_id,cleaned_ids,f0_mean,f0_min,f0_max,f0_range,f0_sd,intensity_mean,intensity_min,intensity_max,intensity_range,intensity_sd,f1_mean,f1_sd,f2_mean,f2_sd,f3_mean,f3_sd,f2_f1_mean,f3_f1_mean,f2_f1_sd,f3_f1_sd,jitter,shimmer,percent_unvoiced,percent_breaks,pause_duration_max,pause_duration_avg,duration,average_outer_brow_height_mean,average_inner_brow_height_mean,eye_open_mean,outer_lip_height_mean,inner_lip_height_mean,lip_corner_distance_mean,smile_mean,pitch_mean,yaw_mean,roll_mean,average_outer_brow_height_std,average_inner_brow_height_std,eye_open_std,outer_lip_height_std,inner_lip_height_std,lip_corner_distance_std,smile_std,pitch_std,yaw_std,roll_std,average_outer_brow_height_min,average_inner_brow_height_min,eye_open_min,outer_lip_height_min,inner_lip_height_min,lip_corner_distance_min,smile_min,pitch_min,yaw_min,roll_min,average_outer_brow_height_max,average_inner_brow_height_max,eye_open_max,outer_lip_height_max,inner_lip_height_max,lip_corner_distance_max,smile_max,pitch_max,yaw_max,roll_max,average_outer_brow_height_median,average_inner_brow_height_median,eye_open_median,outer_lip_height_median,inner_lip_height_median,lip_corner_distance_median,smile_median,pitch_median,yaw_median,roll_median,Total Words,Unique Words,Filler Words,Audio Duration (s),Duration/Total Words,Duration/Unique Words,Duration/Filler Words,Individual,We,They,Non-Fluences,PosEmotion,NegEmotion,Anxiety,Anger,Sadness,Cognitive,Inhibition,Preceptual,Relativity,Work,Swear,Articles,Verbs,Adverbs,Prepositions,Conjunctions,Negations,Quantifiers,Numbers
P32,P32,223.4682989,86.24176268,512.1272761,425.8855134,51.05612997,-11.550922,-21.73824,0.0,21.73824,5.2864537,644.3076211,272.1767279,1914.282436,318.8594123,2913.428842,319.9074311,3.371052166,5.13287174,1.218621067,1.750167862,0.024564399,0.198205271,40.64914992,4.132231405,3.24,0.526,19.41,0.03003544,0.030844046,0.015596105,0.043171094,0.014343309,0.074780753,80.18,2.734908347,4.971316994,1.95097549,0.001668542,0.002228792,0.002106551,0.007992608,0.007673439,0.003266713,15.15815292,8.168303422,14.08500999,8.090250073,0.027238551,0.028058392,0.01209045,0.032608051,0.003196515,0.069315632,65.5,-4.168356131,-5.481926901,-6.586438746,0.031704864,0.033893551,0.018164049,0.056296495,0.026295146,0.078247247,99.0,18.60424255,32.85954161,17.38554627,0.031049592,0.03166754,0.016062426,0.041677492,0.013133638,0.075113981,72.4,-1.19730456,-0.219678643,-0.486405399,62,40,0,19.41,3.19,2.06,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,1,6,6,0,0,1
P33,P33,182.3794313,75.11994088,595.0642933,519.9443524,58.69321627,-25.581074,-43.311916,0.0,43.311916,7.073268,598.627249,316.5197517,1781.386802,390.2907573,2818.21902,385.3393072,3.50734628,5.542052701,1.55735754,2.235331004,0.021426865,0.17244495,9.208975407,1.810669583,1.02,0.170939597,276.578,0.02548696,0.024947878,0.015484822,0.030309091,0.002915788,0.075504518,80.36666667,-0.79894891,0.418686717,-36.65003854,0.00118308,0.00229536,0.003083668,0.003180776,0.002784544,0.009241968,11.83234738,2.478268687,5.664981899,68.07785831,0.023378692,0.021764328,0.010146783,0.024714499,0.000742867,0.063685167,64.5,-3.786291181,-6.583122463,-172.3100605,0.026455257,0.028204018,0.019748098,0.034262403,0.008167131,0.089544624,100.0,3.556369632,7.356311679,3.768626944,0.026178958,0.025722692,0.015866422,0.030850954,0.001380638,0.072650634,80.0,-1.081553046,-1.808655634,-7.114214576,817,260,42,276.578,2.95,0.94,0.15,6,15,2,42,5,0,0,0,0,19,0,0,1,3,0,40,104,89,86,55,0,2,7
P34,P34,185.8950646,74.95411033,565.646704,490.6925937,52.747168,-22.273071,-33.577515,0.0,33.577515,5.56856,638.6738442,310.730419,1842.823334,380.2334217,,,3.378208253,,1.484895884,,0.020206253,0.183031742,24.42525622,3.91269931,3.75,0.260635838,369.208,0.029957691,0.031198209,0.013945355,0.047963464,0.011761338,0.067364911,14.12333333,-1.583257288,-0.754785952,5.424814026,0.001412141,0.002669796,0.001106331,0.003902959,0.003957556,0.002272549,10.11438799,3.172183341,3.303768575,6.249443731,0.028682875,0.028235098,0.012050888,0.042016101,0.005361758,0.064416645,1.0,-5.151126332,-5.478287856,-2.482025782,0.032581988,0.035955812,0.015047719,0.053423296,0.017253237,0.06963755,27.66666667,4.13586077,3.888984108,14.69916132,0.029611529,0.030123746,0.01447473,0.049409162,0.012274335,0.068730566,17.2,-1.85540979,-1.1367494,5.37188257,1115,376,48,369.208,3.02,1.02,0.13,12,33,9,45,7,0,0,0,0,4,0,1,0,7,0,60,145,102,115,87,2,7,9
P35,P35,220.4176989,77.36044498,341.832594,264.472149,50.96490734,-13.15211,-22.049526,0.0,22.049526,5.3011675,716.5622175,348.3153563,1970.324139,346.2321118,2994.249043,378.871901,3.285443691,5.003992538,1.425913393,2.088910818,0.025744523,0.186720403,55.57373027,3.472222222,5.07,1.359,24.454,0.029289264,0.029821117,0.017999583,0.033355585,0.003182226,0.083931564,21.31666667,-18.88723394,-2.511708445,12.85139628,0.000405893,0.000613959,0.000765397,0.002730857,0.003029064,0.00492614,15.71732943,6.071406852,1.975570899,1.792783337,0.028592422,0.02885698,0.017141861,0.029737438,0.000407465,0.079868536,1.0,-27.92162254,-4.588511898,10.73828354,0.02964418,0.030499676,0.019093354,0.037507605,0.008902112,0.092345382,41.0,-11.28537357,-0.0379701,15.04999134,0.029537657,0.029914759,0.01762682,0.032819358,0.002813981,0.080574916,26.25,-19.97404508,-3.781999125,13.04988989,79,45,0,24.454,3.23,1.84,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,5,6,0,0,1
P37,P37,188.0641509,75.25266701,579.9477544,504.6950874,54.55434531,-23.043936,-39.35146,4.77e-07,39.35146,7.457873,621.1658029,333.7558564,1850.241576,388.3542781,2986.317772,372.4669079,3.618186605,5.839401813,1.862784544,2.832134389,0.023266281,0.164329361,15.54801593,1.730164278,1.05,0.319393939,203.37,0.02666626,0.027304381,0.0122643,0.032721499,0.005160406,0.078179523,64.56,1.153153718,-10.91375042,-1.840557411,0.003060622,0.004201086,0.002175899,0.005714365,0.004029259,0.009749207,17.87216831,9.143815278,9.142384292,14.40206179,0.023837611,0.0229451,0.009593596,0.024093821,0.00253389,0.064650447,49.0,-8.527628144,-23.59705217,-19.12811837,0.03248539,0.034852604,0.014760179,0.039023253,0.013172104,0.090049496,98.0,18.22316214,-0.056315438,19.86869222,0.02562059,0.026789733,0.013571925,0.035586341,0.003476343,0.079975562,59.8,-2.858374232,-13.79088265,-3.284969725,525,229,25,203.37,2.58,1.13,0.12,9,3,0,25,0,0,0,0,0,1,0,0,0,3,0,31,65,59,57,33,1,1,5
P42,P42,119.0185034,74.9358962,598.2220898,523.2861936,94.42907417,-21.085394,-36.636528,0.0,36.636528,8.576638,640.9569429,365.3697636,1783.467854,418.0093741,2843.104576,425.8722568,3.368917569,5.379747434,1.527994707,2.159305932,0.026052137,0.190690975,24.32463073,2.113343442,3.24,0.461838565,423.398,0.019514018,0.017206766,0.013955759,0.034261439,0.007184495,0.063980656,43.14,-12.85759733,-10.32311072,0.416144283,0.001437317,0.00223377,0.001983923,0.005350952,0.005413384,0.006379803,11.16057346,6.932240639,6.315600525,9.803896881,0.017410317,0.014444958,0.010388533,0.028574391,0.003004705,0.057179939,25.0,-23.15188701,-17.53810372,-7.437513784,0.020814938,0.01976769,0.016219726,0.044277275,0.017812888,0.073418055,57.2,-7.080022072,-0.545087324,18.99834621,0.020465583,0.01773452,0.014406309,0.032794187,0.004479887,0.060194155,46.5,-7.476538981,-13.91386051,-4.184639017,1132,372,34,423.398,2.67,0.88,0.08,8,26,5,32,6,0,1,0,0,4,0,2,1,7,0,80,134,114,105,76,0,4,10
P43,P43,120.6743762,74.94017815,596.3100693,521.3698911,98.33417729,-16.327751,-31.565182,0.0,31.565182,6.5614095,633.5307083,306.6246476,1750.202816,398.8714826,2724.084585,430.7177337,3.227921749,4.985120507,1.435878184,1.904930646,0.030335349,0.190186623,14.84795692,1.945447252,1.5,0.270618557,176.792,0.022779862,0.021127852,0.017933299,0.028673982,0.001541581,0.075205638,9.496666667,-22.02247463,-0.835092359,10.08603856,0.00278057,0.003796098,0.002185415,0.002794469,0.000796082,0.001919283,6.062181492,7.572385021,6.815431749,8.262011136,0.019176306,0.016654463,0.014155887,0.02478922,0.000401608,0.072123969,0.0,-32.16956079,-13.87617182,-5.606756469,0.02711499,0.027365169,0.020135439,0.031651028,0.002402748,0.077485096,18.5,-9.685790532,4.250509146,17.93325875,0.022275578,0.019768881,0.018026851,0.029438186,0.002026138,0.0757469,9.25,-21.82475921,2.470435495,12.24500343,530,217,28,176.792,3.0,1.23,0.16,2,13,5,28,1,0,0,0,0,14,0,1,1,0,0,26,85,41,43,39,1,8,5
P44,P44,207.7386709,74.95704956,599.6804765,524.723427,125.3232057,-16.806791,-26.782764,0.0,26.782764,5.3591757,698.850358,366.0011919,1935.363137,339.2436611,2967.112164,393.7091983,3.376194995,5.177805006,1.486683129,2.137509454,0.060904733,0.219418673,37.52906393,5.102903862,3.21,0.361160221,348.37,0.028590271,0.029069891,0.018134959,0.042229703,0.006836759,0.070929553,18.54666667,-6.13395821,3.971361912,7.90492914,0.003856126,0.004923376,0.001542793,0.004188463,0.003662582,0.004152058,7.260076522,6.253089563,5.710141719,2.687901103,0.025251701,0.024734386,0.015948686,0.0354595,0.001791969,0.063266995,10.4,-11.08663076,-5.428191667,4.762853099,0.035473615,0.03807069,0.020293017,0.046564954,0.012726967,0.074015541,30.0,5.477120519,10.90090475,11.96137069,0.026960187,0.026018751,0.018233959,0.044183544,0.006559362,0.073643358,16.33333333,-9.757359969,5.449464321,7.69734771,838,305,39,348.37,2.41,0.88,0.11,19,12,4,39,1,0,0,0,0,5,0,0,2,8,0,41,109,58,104,46,1,3,7
P45,P45,125.2296849,74.96594589,599.4585519,524.492606,55.56907226,-17.721687,-38.113724,-9.54e-07,38.113724,7.8942385,599.8900535,313.8365924,1795.131723,373.6863887,2795.341818,375.1838869,3.600477033,5.557806831,1.661698485,2.253453057,0.023195291,0.18117773,10.84161288,1.573316551,1.92,0.24216,279.202,0.023164391,0.021931669,0.017651094,0.037252812,0.009809244,0.070882885,14.13666667,-13.2549972,0.954998187,1.173441903,0.0010104,0.001604608,0.002722219,0.004736127,0.005176214,0.002050866,11.76313639,5.032790076,5.862115972,3.152356599,0.021546035,0.01951179,0.013738499,0.033423792,0.004712808,0.069043956,3.333333333,-18.33523535,-9.924599277,-4.687741337,0.024205365,0.024268915,0.019887662,0.045777803,0.017247261,0.074304716,29.6,-5.131894526,6.753409395,4.519542022,0.023317451,0.022447007,0.019805055,0.034108047,0.006808107,0.069852405,7.0,-14.29283746,2.436764017,2.084773084,940,364,25,279.202,3.37,1.3,0.09,11,14,10,25,0,0,2,0,0,4,0,1,2,2,0,59,124,78,102,52,0,5,14
P47,P47,171.666068,82.16613108,531.7683691,449.6022381,66.71274262,-25.36244,-36.839874,0.0,36.839874,7.034751,757.9394747,413.5985849,1871.555612,445.2247415,2968.124457,476.2670241,3.003569338,4.867231337,1.301801292,2.080111368,0.023111702,0.176691278,34.82555156,3.804347826,2.25,0.465428571,46.776,0.023927797,0.022658494,0.014804598,0.026936905,0.002145283,0.06902927,28.92333333,-3.60326131,5.011227331,8.115896512,0.000719913,0.001953862,0.000817738,0.003529781,0.001357049,0.002145615,14.49908656,3.48264745,11.25137411,4.029963479,0.023277254,0.019832631,0.013828438,0.021813768,0.000413328,0.066195956,5.0,-10.00417611,-15.02201275,2.235309428,0.025257852,0.02541656,0.016217637,0.031740138,0.004534422,0.071291094,47.66666667,-0.415539298,15.72398341,12.36552381,0.023737306,0.022638163,0.014669446,0.026970858,0.001979981,0.069664162,33.2,-1.80351891,8.515630904,9.517179146,126,73,0,46.776,2.69,1.56,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,23,8,15,6,0,0,1
P48,P48,132.8809249,74.96135447,598.4205432,523.4591887,102.1635468,-21.39653,-31.926521,0.0,31.926521,6.506128,708.4883701,422.8026194,1859.471712,435.4518678,2896.171419,513.4110644,3.37007999,5.313498077,1.929549434,3.024022178,0.035550497,0.21012589,31.13782383,3.93625192,2.01,0.366439024,241.25,0.023202626,0.02202785,0.014914369,0.030819796,0.003901165,0.061866534,83.64666667,-3.264486963,0.56770417,-1.041858836,0.000778749,0.000607529,0.001206141,0.000723719,0.000993662,0.001357069,11.38446505,3.693886419,2.936967434,2.019560423,0.021832345,0.02109534,0.013064561,0.030129314,0.002714382,0.059370292,68.33333333,-8.728254134,-4.380121786,-4.992219783,0.024148047,0.022537927,0.016446294,0.032122642,0.005741236,0.063225684,97.5,1.783269151,3.424859152,0.452084554,0.023213818,0.022488021,0.014665977,0.030554132,0.003682596,0.06241382,80.4,-4.45883338,1.822716121,-0.448528253,772,259,15,241.25,3.2,1.07,0.06,9,10,6,14,2,0,0,1,0,3,0,0,1,6,0,52,105,63,73,55,5,1,1
P49,P49,124.0628011,75.2061334,598.5122402,523.3061068,30.50706441,-22.662134,-40.513233,0.0,40.513233,9.764736,651.2785067,383.5123145,1808.326497,428.3633302,2817.577084,448.1488027,3.469873741,5.421881764,1.841991556,2.687851187,0.015789442,0.162746982,22.18041777,1.841595126,2.76,0.469849624,563.47,0.020074829,0.016390709,0.012813935,0.033152111,0.008769841,0.06986599,9.04,-6.127178401,27.30500307,4.207710427,0.001251482,0.000805128,0.001749846,0.006000423,0.006314153,0.005176683,11.17525839,6.675862425,9.025600048,8.120526224,0.017936797,0.014971388,0.010376213,0.026914331,0.002078323,0.064110164,0.0,-18.02974883,21.23761793,-5.147460536,0.021548617,0.017162455,0.015336825,0.041855031,0.016739523,0.078917692,25.0,2.270867723,45.16889482,17.61263469,0.020207411,0.016769933,0.012872063,0.031581508,0.00665977,0.068067296,0.0,-4.63213644,23.27965981,0.388220564,1394,430,29,563.47,2.47,0.76,0.05,34,6,12,29,1,0,0,1,0,4,0,1,3,7,0,89,183,120,137,105,4,5,4
P50,P50,128.9197375,74.97157601,599.7137329,524.7421569,121.7934182,-25.814478,-38.507996,0.0,38.507996,5.890496,693.7435829,380.2630007,1828.602871,434.0736053,2871.175789,435.6016745,3.125536557,4.961308398,1.31389523,1.96428871,0.027984366,0.19784098,22.50146807,3.27696793,3.93,0.27,337.178,0.017223891,0.014747126,0.011101914,0.026024544,0.003703535,0.057463329,0.0,-2.120204094,7.395820878,11.02953834,0.000370997,0.00058665,0.000893788,0.003372406,0.001852611,0.001451467,0.0,0.916634333,2.500858066,1.581560717,0.016640489,0.014091167,0.009976292,0.021133854,0.001040148,0.055345153,0.0,-3.28751598,2.941871774,8.244770857,0.017785154,0.015850685,0.012683846,0.03061771,0.006360915,0.059265878,0.0,-1.012560945,10.19708574,12.63532213,0.017200924,0.014593117,0.010951558,0.027493836,0.004015339,0.058103949,0.0,-1.692919656,8.596133399,11.45231791,1000,333,49,337.178,2.97,0.99,0.15,10,19,3,49,3,0,0,0,0,15,0,0,2,6,0,45,139,66,98,64,0,6,10
P52,P52,113.8796066,75.1262568,598.5122791,523.3860223,53.25292682,-17.220482,-28.855877,0.0,28.855877,5.7465587,679.9275728,342.5918967,1793.710826,411.964443,2859.736275,434.0846322,3.096805768,4.969257082,1.31206643,1.923968553,0.019691832,0.182793299,26.48106824,4.071058475,1.26,0.267545455,222.272,0.031442681,0.033725576,0.013646324,0.039077864,0.005433998,0.066763211,4.96,8.209059036,6.903957711,-1.053514152,0.000614599,0.001112545,0.001479641,0.002410376,0.002196937,0.002829374,1.981514572,2.882383707,5.368896645,3.512203592,0.030316471,0.031925723,0.011448286,0.035068815,0.003225067,0.063467685,1.0,3.822532779,-0.928590436,-5.963841284,0.032024028,0.035202519,0.01539727,0.041969424,0.009596486,0.072031001,6.0,12.49579037,13.84570251,3.164183015,0.031603777,0.034093341,0.014039415,0.038635414,0.004520442,0.066009414,6.0,8.887335931,9.459712035,-0.624356876,681,254,24,222.272,3.06,1.14,0.11,20,4,2,24,1,0,0,0,0,3,0,1,0,3,0,35,95,52,60,47,1,4,7
P53,P53,163.9340202,74.95022455,591.4209735,516.470749,47.42218004,-13.73673,-26.30711,0.0,26.30711,4.759195,598.3610973,281.8255787,1793.036222,341.9677416,2790.729861,397.888938,3.400219684,5.310236824,1.198916206,1.787162506,0.025655947,0.194481408,19.43605435,4.04133604,1.65,0.180410959,203.282,0.028518592,0.031843553,0.017521864,0.037748511,0.012992562,0.07429561,98.51666667,-12.04335521,6.154621515,-69.68928346,0.002189606,0.003608696,0.002956522,0.006991593,0.00736661,0.003079839,0.563717818,6.480481432,5.885715612,86.55819033,0.025622272,0.026912959,0.014513606,0.027299528,0.002948433,0.069468577,97.5,-23.50581322,-2.723156645,-176.4053666,0.031824957,0.037509281,0.022853699,0.043568975,0.021736184,0.077480443,99.0,-6.002070429,13.11224877,2.277205446,0.027857861,0.030506867,0.017159624,0.043097605,0.017061257,0.074711248,98.75,-8.026098337,5.871597693,-0.164027231,719,246,23,203.282,3.54,1.21,0.11,15,14,4,23,8,0,0,0,0,5,0,0,2,3,0,47,94,67,62,51,3,4,4
P55,P55,174.4796458,74.98402594,553.8078313,478.8238053,36.14528421,-13.559627,-23.88216,0.0,23.88216,5.2785563,676.9828565,267.4076893,1831.819501,355.22073,2897.087069,340.9065213,2.995509895,4.744671487,1.02800142,1.43053024,0.019007466,0.189393081,23.22854086,3.590613514,1.56,0.266692913,145.812,0.028750649,0.031435861,0.013292101,0.04041261,0.00974085,0.073914609,58.20333333,1.852817583,-1.618940609,0.47518136,0.00120576,0.002041316,0.002245521,0.004217296,0.004524838,0.010306817,21.41289435,5.715851049,5.943590681,10.43757285,0.027332677,0.028595406,0.011399821,0.034709225,0.003562454,0.058713853,40.66666667,-4.093766816,-11.60719385,-15.43552959,0.030290036,0.03377201,0.01763252,0.047202159,0.01744577,0.087940053,100.0,12.703337,4.554739267,16.32886076,0.02832658,0.031297738,0.012817051,0.040704402,0.009910118,0.077263895,50.0,0.451580389,0.205704708,-0.397118599,412,189,13,145.812,2.83,1.3,0.09,2,12,7,13,5,0,0,0,0,1,0,0,0,3,0,23,57,45,49,23,0,2,1
P56,P56,197.6280461,74.97566499,592.4548841,517.4792191,54.94053418,-19.692184,-31.316275,-9.54e-07,31.316273,5.555692,694.9486437,304.9866501,1866.996054,328.9521073,,,3.083239201,,1.207927987,,0.027589385,0.181897391,32.14743324,4.842165405,1.74,0.297522124,313.742,0.029144626,0.032218619,0.013006441,0.029311184,0.002925996,0.071143484,75.96666667,1.301389546,-6.218998104,1.592797678,0.001361972,0.002578144,0.00064068,0.006754576,0.004554756,0.004460137,13.66032373,4.503320446,4.853419952,1.207460772,0.026976287,0.027445988,0.011912328,0.022747922,0.000432106,0.067319082,58.0,-5.84862596,-11.03655646,-0.166853408,0.030672695,0.03504706,0.013678763,0.042360518,0.0120325,0.079393896,100.0,5.979598077,3.074560437,3.395814499,0.028951921,0.032606992,0.012928221,0.026959189,0.0007254,0.069526043,73.0,2.572304298,-7.42258056,1.889494369,777,282,20,313.742,2.48,0.9,0.06,10,24,2,19,2,1,0,1,0,3,0,1,3,7,0,43,111,63,79,55,3,2,6
P57,P57,190.9453078,75.16729998,596.8963818,521.7290818,42.90648559,-17.033545,-32.918427,0.0,32.918427,5.781743,638.7417524,289.2401524,1842.703683,352.9982378,2956.967511,364.9613544,3.396672772,5.424617484,1.670059145,2.490408862,0.024615293,0.174830652,10.67627137,1.841598459,1.17,0.194705882,279.03,0.027845194,0.029106211,0.015682698,0.030207433,0.003825335,0.078806346,38.17,-13.11156724,0.276166053,5.555272688,0.001401175,0.001684991,0.002656298,0.002922302,0.002118608,0.005831789,20.80157686,4.317311158,7.620810141,3.954996386,0.026231474,0.027238744,0.012395984,0.026776539,0.002194121,0.069841479,0.0,-17.69832948,-9.579843104,-0.088133999,0.029955025,0.031559587,0.019264898,0.03426096,0.007988348,0.085071599,58.6,-5.177228444,10.33213066,11.15390375,0.027259926,0.028053512,0.015987537,0.028942955,0.003051205,0.079753346,49.5,-14.49204596,-2.719303545,5.434564018,938,331,16,279.03,3.36,1.19,0.06,19,15,7,16,9,0,0,0,0,5,0,1,1,4,0,53,130,88,103,62,1,7,9
P58,P58,223.340752,87.64275854,449.611932,361.9691735,62.72835183,-22.71493,-32.26061,0.0,32.26061,5.972737,751.2627033,389.2794593,1909.214073,391.6689039,2913.079633,444.4330368,3.155355094,4.85850073,1.807650714,2.900165995,0.0244041,0.188675412,28.73462214,4.090909091,2.13,0.726666667,22.76,0.027767928,0.026943725,0.015538623,0.035972977,0.007733542,0.074758452,5.023333333,-0.069142494,17.36581668,5.510990914,0.00210171,0.002792426,0.004351262,0.005149409,0.00415157,0.004363698,3.191474755,9.585042065,7.36626085,4.129850495,0.023707027,0.021518959,0.011094081,0.029333119,0.004086588,0.067505516,2.2,-18.18042047,9.086578396,0.444967272,0.029585043,0.029002968,0.022833204,0.045175021,0.015243621,0.080146878,11.0,9.835635281,27.65616377,9.65888135,0.02859663,0.028227027,0.013649499,0.035121645,0.005272445,0.074466434,3.666666667,1.489775227,13.08960899,7.660618136,77,53,0,22.76,3.38,2.33,0.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,6,6,0,0,1
P59,P59,243.425982,74.96833836,599.1207123,524.152374,81.52616484,-20.258467,-34.69246,-9.54e-07,34.69246,7.748387,641.0874924,296.2921437,1840.603485,367.6335011,2870.46689,394.6108195,3.282138991,5.120189797,1.277111387,1.838231478,0.027436973,0.166550502,20.15434033,2.296726505,2.01,0.354827586,153.168,0.026815235,0.027268329,0.016130337,0.032578276,0.004761789,0.071513247,70.61333333,-8.346912344,-3.984958934,1.446302187,0.001292993,0.001891705,0.002780326,0.00377548,0.003509857,0.007334076,16.78207509,3.934268461,7.40166647,2.153532675,0.025852198,0.025440454,0.011878507,0.027612295,0.000427193,0.062829961,50.0,-13.29811876,-10.99634304,-2.082119709,0.02933247,0.030791233,0.020137318,0.03830989,0.009302644,0.080697064,100.0,-2.588425414,6.593316712,4.648409571,0.026205071,0.026651238,0.016451629,0.031226355,0.005372573,0.074956307,66.66666667,-8.837804627,-9.302126701,1.75365974,456,198,7,153.168,2.98,1.29,0.05,7,2,2,7,3,0,0,0,0,20,0,3,1,3,0,25,81,39,31,24,0,1,3
P60,P60,238.8848898,93.03256917,477.9225655,384.8899963,51.54887257,-14.588167,-24.614555,0.0,24.614555,6.4095025,732.2443425,288.6140636,1899.283702,348.6527797,2856.399653,393.1977293,2.899213554,4.330049217,1.01802287,1.320377521,0.021252506,0.165059709,12.63031275,2.777777778,1.89,1.89,14.964,0.03029548,0.030784926,0.015157001,0.038811709,0.005958884,0.063892895,0.0,3.223747274,-1.171954149,0.304107257,0.001760115,0.002056755,0.002868441,0.005469283,0.003298888,0.007036719,0.0,2.091882963,16.70363824,6.359107993,0.028058115,0.028324257,0.012384499,0.032658925,0.002908174,0.051233226,0.0,1.213560568,-33.81763644,-11.00521539,0.032976719,0.033640617,0.01904279,0.045729586,0.010487731,0.072223104,0.0,6.965019335,13.61075272,8.017636419,0.03004274,0.030948812,0.013117811,0.035767132,0.003802233,0.064515442,0.0,2.083150319,4.061567275,0.418568406,71,47,0,14.964,4.74,3.14,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,1,6,7,0,0,1
P61,P61,186.5963811,75.09527915,567.2680088,492.1727297,43.58641494,-15.040538,-23.966753,0.0,23.966753,4.535961,730.2412055,337.9269659,1906.859401,347.9280427,3006.266376,366.0835434,3.07036742,4.922084389,1.284749172,2.151364833,0.029136489,0.194071681,42.02166065,7.342657343,1.71,0.332571429,83.1,0.019268222,0.016506016,0.015381316,0.024195145,0.002936468,0.072300406,0.456666667,-13.88551165,21.32009732,8.406321216,0.000991033,0.001026753,0.0019113,0.004622689,0.001903708,0.002915944,0.290134069,5.281932483,3.999624802,2.619813054,0.017674998,0.014884265,0.013139598,0.017300187,0.000562932,0.069535002,0.2,-22.73721389,14.96019258,4.809559148,0.020766615,0.017855066,0.018184521,0.029402995,0.005165814,0.076920543,1.0,-7.181389824,27.26268795,12.32658532,0.019172821,0.016311135,0.01475463,0.025210599,0.002833466,0.070603703,0.333333333,-14.55617859,20.81415419,8.954399558,205,115,5,83.1,2.47,1.38,0.06,3,2,0,5,1,0,0,0,0,0,0,0,0,1,0,14,25,18,19,15,0,1,2
P62,P62,202.5716615,74.94795211,594.7164694,519.7685173,47.43375469,-20.226217,-34.29557,0.0,34.29557,6.947064,719.668545,325.3136523,1841.785047,430.6990707,2878.351383,397.9551907,2.962660696,4.65297831,1.303535435,1.870368708,0.019858431,0.169810981,18.94228267,2.250582047,3.3,0.323563218,445.828,0.026564087,0.024337287,0.017504208,0.043209704,0.008624112,0.07382798,0.0,-0.958543401,6.232791302,6.170207998,0.000789629,0.000656791,0.001194248,0.008288108,0.006805445,0.001960127,0.0,2.283830788,3.990199201,3.174750343,0.025448085,0.023591699,0.016083792,0.033662067,0.002374997,0.071743902,0.0,-5.195147509,1.087737061,0.144531207,0.02745971,0.025331586,0.018879802,0.058539545,0.021744655,0.076719934,0.0,1.490690756,13.40379441,8.736998845,0.026935665,0.024042426,0.017504272,0.040337657,0.007130035,0.073261939,0.0,-0.120401635,5.644686723,7.479628354,1070,307,58,445.828,2.4,0.69,0.13,17,22,6,57,1,0,0,0,0,20,0,2,4,8,0,57,127,93,104,88,0,4,20
P63,P63,131.5396937,74.9473103,599.4986048,524.5512945,116.3204145,-17.54017,-27.80051,0.0,27.80051,5.1851892,729.0269327,377.9657668,1853.543613,412.4043153,2920.475058,445.7137379,3.043447699,4.841464928,1.354203179,2.071359633,0.030392247,0.193095602,33.16484537,5.320690109,2.49,0.296881188,361.648,0.026643514,0.025953805,0.017768634,0.034060349,0.006954216,0.07749706,24.70666667,-8.886129716,3.010894271,5.564237311,0.001343501,0.00173951,0.000733024,0.003442415,0.004483886,0.007112657,13.94288986,6.025928543,9.469063746,6.408334882,0.025109246,0.023639324,0.017000828,0.02880369,0.002425539,0.070436561,0.0,-19.47176566,-12.46768065,-5.577648089,0.028701138,0.028528992,0.019159504,0.039489374,0.015449765,0.090143796,41.5,-2.983696387,13.29488803,14.12303178,0.026509457,0.02620618,0.017487441,0.033698363,0.005031553,0.075697409,28.33333333,-6.788624131,7.298485412,6.455765016,909,301,40,361.648,2.51,0.83,0.11,9,17,12,39,8,0,0,0,0,4,0,1,0,7,0,52,116,89,93,76,0,6,6
P64,P64,119.1573839,74.94452643,599.9346567,524.9901302,73.03253942,-20.702492,-35.33436,0.0,35.33436,7.048904,720.5343203,369.236056,1866.989594,401.8012614,2889.028183,462.8911095,3.128891478,4.855088751,1.422980843,2.073884391,0.023080273,0.184936652,21.49714688,2.708049113,2.07,0.304231738,561.842,0.022108186,0.0211591,0.017742428,0.029808459,0.001957504,0.069956687,16.86666667,-12.34059163,-5.87125076,3.622930728,0.00083993,0.001537137,0.001495439,0.002366234,0.000726029,0.001085415,9.354381029,3.31773684,3.806463773,3.56667473,0.020801869,0.018246756,0.015397737,0.027602821,0.001160843,0.068040684,1.0,-18.86553584,-11.99182846,-0.835558819,0.023418766,0.02251293,0.019279081,0.034342247,0.0031182,0.071422718,28.5,-9.877807122,-0.646979826,8.15102674,0.022129223,0.021411291,0.018402838,0.028712574,0.001544253,0.070104059,17.5,-10.77089278,-4.875741817,5.343579239,1603,429,87,561.842,2.85,0.76,0.15,7,20,11,86,10,0,1,0,0,9,0,0,0,18,0,100,201,125,153,127,1,5,18
